District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
Нерех,Татарский,Татарское,ЗяТЕВЬЯ СУББоТА,суббота на масленичной неделе,"В субботу приглашаи зятевей, блины пекли. ""Зятевья суббота"", говорили.",2019 лето,,,,
Меж,Георгиевский,Козлиха,ИВаН,7 июля,"Сенокос у нас с Ивана. По веники тоже с Ивана ходим. На Ивана орляк цветёт. Всё хлынуло, всё зацвело, что можно.",2024 лето,,,,
Меж,Петушихский,Барановица,ИВаН,7 июля,"По веники идём после Ивана до Петров и Павлов. И сенокос с Ивана у нас, травы-то процветают.",2024 лето,,,,
С-Слав,Судиславский,Глебово,ИВаН БОГОСЛоВ,"Праздник в д. Василисино, отмечаемый 9 октября","ИвАна БогослОва отмечали, на этот праздник уже скотину все держали: коровы, овцы, телята, мяса много было, на БогослОв мясо мы тушили.",2019 лето,,,,
Нерех,Владычневский,Копнино,ИВаН БОГОСЛоВ,"праздник, отмечаемый 9 октября",В Копнино отмечали Ивана Богослова.,2019 лето,,,,
Нерех,Владычневский,Ненорово,ИВаН БОГОСЛоВ,9 октября и 21 мая,"Ивана Богослова и в Ненорово, и в Горках отмечают. Один в октябре, а другой ‒ в мае.",2019 лето,,,,
Нерех,Емсненский,Тенихино,ИВаН БОГУСЛоВ,"один из годичных праздников, который отмечался 8 октября в д. Тенихино",ИвАн БогуслОв назывался праздник в Тенихино.,2019 лето,,,,
Мак,Шемятинский,Никулино,ИВаН КУПаЛА,"праздник, отмечаемый 7 июля в д. Никулино",,2021 ноябрь,,,,
Мак,Нижне-Нейский,Селезнево,ИВаН КУПаЛА,7 июля,"Иванов день ‒ в Селезеневе престол, Иван Купала. Купальники ‒ цветочки были аленьки. Девки наберут купальников, табуном в баню пойдут, по 12 человек. Шшоки мазали этим цветочкам.",2022 лето,,,,
Мак,Тимошинский,Холобурдиха,ИВаН КУПаЛА,7 июля,"Спиридон-поворот был, после него день на воробьиный шаг прибывает. После Спиридона-поворота месили тесто в обратную сторону. Хоть тесто, хоть суп, хоть кашу. Ну чтоб по солнцу, чтоб день-то прибывал. А на Ивана Купалу в другую сторону помешивали.",2022 лето,,,,
С-Слав,Судиславский,Глебово,ИВаН КУПаЛА,"праздник, отмечаемый 7 июля в с. Жвалово","ИвАн КупАла ‒ больше в ЖвАлово / искали папортоник, в эту ночь зацветает. Также ходили к реке, через костёр прыгали парни и девки",2019 лето,,,,
Окт,Забегаевский,Забегаево,ИВаН КУПаЛА,"день св. Иоанна Крестителя, 7 июля","АграфЁны-купАльницы зацветают ‒ не простынешь, можно купаться. Это где-то на Ивана Купалу.",2011 авг.,< б. д. Заросшие Дербы,,,
Мак,Красногорский,Домань,ИВаН КУПаЛА,7 июля,Клевер нужно успеть собрать до Ивана Купалы.,2024 лето,,,,
Пав,Петропавловский,Берёзовка,ИВаН КУПаЛЬНИК,"день Ивана Купалы, 24.06.","ИвАн КупАльник ‒ садЯтся нА верх (= верхом), Едут зА реку, купАют кОней.",2009 авг.,,,,
Мак,Юровский,Юрово,ИВаН ПоСТНОЙ,11 сентября,"Иван Постной был, картошку, лук не ели.",2022 лето,,,,
Нерех,Татарский,Татарское,ИВаН ПоСТНЫЙ,"праздник, отмечаемый в сентябре (?)",Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.,2019 лето,,,,
Мак,Юровский,Большие Рымы,ИВаН ПоСТНЫЙ,11 сентября,"Иван Постный -- в огород не ходят, постятся. Ивану голову отсекли из-за Ираиды.",2023 лето,,,,
Шар,Троицкий,Руданиха,ИВаН ПоСТНЫЙ,"день св. Иоанна, 11 сентября (?)",11 сентябрЯ поминАльный день ‒ ИвАн ПОстный. ПоминАют только пОстным усОпших.,2012 лето,,,,
Нерех,Федоровский,Богдань,ИВаН ПоСТНЫЙ,29 августа,"""Пётр-Павел час убавил, Илья Пророк два уволок, Иван Посный три проснул""",2012 лето,,,,
Шар,Ивановский,Берзиха,ИВаН ПоСТНЫЙ,11 сентября,"Иван Постный будет ‒ не едят круглое: капусту, тыкву.",2022 лето,,,,
Пав,Павинский,Фурово,ИВаН ПРЕДТеЧА,"праздник, отмечаемый 7 июля",На ИвАна травяникА все травы расцветают.,2009 авг.,,,,
Шар,Конёвский,Подолиха,ИВаН ТРАВЯНиК,11 сентября (?),В ИвАна-ПредтЕчу крУглое есть нельзЯ.,2012 лето,УСЕКНОВаНИЕ ГЛАВы ИОаННА ПРЕДТеЧИ,,,
Ост,Хомутовский,Иванковица,ИВаН ЦВЕТНиК,"престольный праздник, отмечаемый в б. д. Иванковица",,2024 лето,,,,
Шар,Марутинский,Ракитиха,ИВаН-ПРЕДТеЧА,7 июля,ИвАн ЦветнИк ‒ все цветы распускаются.,2014 авг.,,,,
Шар,Конёвский,Подолиха,ИВаН-ЦВЕТНиК,"Рождество Иоанна Крестителя, 6 июля (?)",6 иЮля есть прАздник ИвАн-ЦветнИк. СтАрые лЮди косИть начинАли с Этого дня. ТравостОй оцвЁл уже.,2012 лето,,,,
Шар,Троицкий,Руданиха,ИВаНА КУПаЛА,"день св. Иоанна Крестителя, 7 июля",,2012 лето,,,,
Шар,Зебляки,Зебляки,ИВаНА КУПаЛА,7 июля,"7 июля – ИвАна КупАла. Купаться надо, и все цветы расцветают и даже папоротник. А он цветёт раз в год только.",2014 авг.,,,,
Шар,Катунинский,Печенкино,ИВаНА ПоСТНОГО,осенний праздник,"ИвАна ПОстного ‒ это осенью где-то,, землю нельзя трогать. В понедельник он.",2014 авг.,,,,
